scene_id,im_id,obj_id,score,R,t,time
2,652,9,1,0.9999986935629672 -0.0015316127984015826 0.0005167539018346434 0.0015308808885912129 0.9999978287905924 0.0014137955320935314 -0.0005189181671844678 -0.0014130025963861592 0.9999988670731577,-0.2933270742059122 -0.953405955159397 0.10481682883414578,5
2,667,9,1,0.9999995018890937 0.0008921638319436265 0.0004475100693295264 -0.0008920506511076454 0.9999995701060174 -0.0002530482507218483 -0.00044773563744468503 0.00025264892302698586 0.9999998678506519,-0.3698805531212983 0.08964406336509967 0.025383114450164612,5
2,669,9,1,0.9999971179903592 0.0012899235991787328 0.0020248723620083786 -0.0012895032690536934 0.9999991467758423 -0.00020887533443603168 -0.002025140067561493 0.00020626365292580884 0.999997928129359,-1.4927297977464775 -0.08873348193363384 -0.40671107738955925,5
2,679,9,1,0.9999994953365571 -0.00017152709638851293 -0.0009899015547688017 0.0001723271272008886 0.9999996585874183 0.0008081636028351435 0.0009897625948480093 -0.0008083337818758363 0.9999991834829187,0.6849844915173122 -0.5229054622305824 -0.07411954159499601,5
2,691,9,1,0.9334425649787568 -0.13520296208505417 0.3322726845970173 0.2087852590530504 0.9579692705371726 -0.19673228588268932 -0.29170823349372943 0.25301192807831235 0.922437678524715,-337.46222497842734 180.78615243211658 24.886442811282194,5
2,695,9,1,0.9999997188298448 -0.00035570726502818194 0.0006601610202484 0.0003560672031512721 0.999999787991791 -0.0005451903535280689 -0.0006599669521191033 0.0005454252619249145 0.999999633477386,-0.3406619405690412 0.2815112350840536 -0.06538778013521096,5
2,703,9,1,0.9999998216113264 -0.00028034481948083917 -0.0005274316047371164 0.00027961637708764225 0.9999990077686405 -0.0013806796937007593 0.0005278181478024502 0.0013805319688887097 0.9999989077691464,0.6215073167799687 1.1701718706999031 -0.3690267346502196,5
2,708,9,1,0.9999998220063093 -0.0005964836648718747 1.3949441178134903e-05 0.0005964936502893259 0.9999995577390974 -0.0007271292427219467 -1.3515714293380054e-05 0.0007271374340506731 0.9999997355442042,0.21427084357250692 0.6581218420729158 -0.2132650365184645,5
2,711,9,1,0.9864436746367239 -0.15416332749645056 0.05623651148870441 0.15151566565789742 0.9872559456633816 0.04866930051424638 -0.06302285164479118 -0.03948881116878322 0.9972305420328016,-54.129543473115966 65.08083105918143 40.46177135918744,5
2,740,9,1,0.9999999720968711 -0.0002169223748044874 9.354646251159057e-05 0.00021700695428395617 0.9999995668656213 -0.0009050837264235612 -9.335008908209833e-05 0.0009051040014017575 0.999999586036168,0.009686082066878043 0.7953450625097673 -0.36261341384715706,5
2,750,9,1,0.9999994944717974 0.0004859607320157888 -0.0008802830888336999 -0.00048610262400738957 0.999999868894466 -0.00016098226441918495 0.0008802047423645543 0.00016141009095776981 0.9999995995931168,0.6198976997345937 0.21810871049697766 -0.08195712847305003,5
2,754,9,1,0.9555113285689263 0.1087761675101895 0.2741639041855102 -0.08104028794086111 0.9905588152965753 -0.11056991077462457 -0.28360284326308943 0.0834324806058249 0.9553054215658213,-226.44376836604818 117.68010328010104 104.16718993390998,5
2,756,9,1,0.9999996733920887 -0.0003781764459253878 0.0007142816618580239 0.0003774549627956966 0.9999994187672644 0.0010099469715935672 -0.0007146631848501672 -0.0010096770325788706 0.9999992349041184,-0.6058395370525886 -0.8542604443204596 0.12136262037734014,5
2,757,9,1,0.9999993456568022 0.0001880417923727229 -0.00112841758706278 -0.00018852928317143747 0.9999998889500652 -0.0004319219439109512 0.001128336242375405 0.0004321344010442818 0.9999992700583251,0.9148782751429536 0.393452155194435 -0.14486370664656079,5
2,758,9,1,0.999999912235093 0.000383050100442886 0.000169712775463432 -0.00038300711971766405 0.9999998945936351 -0.0002532158454214284 -0.00016980975192960532 0.0002531508219966727 0.9999999535396533,-0.17498783278026764 0.289347192834537 -0.03121232098760629,5
2,761,9,1,0.9999980016838694 -0.0004954196655064247 -0.0019367982921094096 0.0004986220707707267 0.9999985089532213 0.0016533201039256595 0.0019359763169598532 -0.001654282530444362 0.9999967576672492,1.7556572143670532 -1.3369317543173622 0.42057370421343876,5
2,762,9,1,0.9999995272004469 0.000607192282078936 0.000759550141020339 -0.0006079821102608352 0.9999992743112265 0.0010400647938517693 -0.0007589180705075693 -0.0010405260950069328 0.9999991706740603,-0.8084837453824676 -1.055501312587424 0.269235169584249,5
2,764,9,1,0.9999997051614304 -0.0007679042797764796 2.6116157755828873e-07 0.0007679038967860624 0.9999994495723721 0.0007149675227987595 -8.101880542565887e-07 -0.000714967111451803 0.9999997444106538,0.028066927334180036 -1.0985717889145405 0.2414306539055815,5
2,768,9,1,0.9999983095664104 0.0003115121970255312 0.0018121325760041135 -0.00031317183500219337 0.999999531766637 0.0009156363407055446 -0.001811846495614916 -0.0009162023017672272 0.9999979388906851,-1.9769530525889536 -1.1328430899434956 0.3219103628764515,5
2,769,9,1,0.9999999770584547 -9.624098530609804e-05 -0.0001913655204351071 9.637820390050178e-05 0.9999997381892941 0.0007171698437069551 0.00019129644920096514 -0.000717188270719149 0.9999997245232886,0.16130520056546516 -0.8480544669431289 -0.14606778134634624,5
2,770,9,1,0.9999992801070493 0.001197607099856543 7.431431607984526e-05 -0.0011975487939651086 0.9999989789476753 -0.0007797310388254694 -7.524805162908293e-05 0.0007796414824829956 0.9999996932483981,-0.022941202102629177 0.8834036754432342 -0.03603683710377936,5
2,773,9,1,0.999999916594868 -0.00036509968037626295 -0.00018306414316802966 0.0003654893252432456 0.9999976584376233 0.0021329643276862265 0.0001822849699176926 -0.0021330310577761247 0.9999977084727225,0.20765498919513448 -2.364982332054211 0.15843589287624127,5
2,775,9,1,0.9999999676087132 -3.981817510956276e-05 0.0002513903073959878 4.000484552807437e-05 0.9999997234792085 -0.0007425908162085326 -0.00025136066927020084 0.0007426008489850866 0.9999996926808498,-0.3242883858372352 0.6774053808919547 0.016571510631365527,5
2,785,9,1,0.9999995122982971 -0.00017179167926756334 -0.0009725691678685311 0.00017062045689944516 0.9999992603819534 -0.0012042110306399456 0.0009727753219735402 0.0012040445031484825 0.9999988019917864,1.1297669347800365 1.3227789576521047 -0.352446413713551,5
2,788,9,1,0.9999999164552922 -0.00032399577975118776 -0.0002492311063704289 0.00032398523774078425 0.9999999466205569 -4.2337343194892574e-05 0.00024924481018723244 4.2256592458517206e-05 0.9999999680457028,0.19104851280110324 -0.05358703333632775 -0.1139692579987468,5
2,791,9,1,0.9999994666316988 0.0001641361740857064 -0.0010197036992784791 -0.000165045057847292 0.9999995891710369 -0.0008913012322619984 0.0010195569855805942 0.0008914690539264525 0.9999990828928194,1.0239016706711652 0.9930227116700472 -0.22294771002248126,5
2,794,9,1,0.9999999926591311 -1.8989246157584405e-05 0.00011967099353205057 1.903858141504705e-05 0.9999999148355747 -0.0004122697863053748 -0.00011966315464795318 0.00041227206164487495 0.9999999078562345,-0.15709215258232234 0.4580508745453429 -0.03156420770653767,5
2,801,9,1,0.9999987377510893 0.0013931820476567186 -0.0007638979055528683 -0.001394399793275894 0.9999977543539059 -0.0015959123917496654 0.0007616727936148732 0.0015969755563929877 0.999998434760589,0.7076526364020168 1.563331467673862 -0.0984997519517492,5
2,803,9,1,0.9999999605146165 0.00024336924501106299 0.00014050685590318024 -0.00024322139643302015 0.9999994177934437 -0.0010513116218260413 -0.0001407626310148402 0.0010512774060408977 0.9999994375006904,-0.166422235488767 1.108083711628126 -0.2075221961073339,5
2,804,9,1,0.9999999263378314 0.00033609011031601743 -0.0001853854638717567 -0.00033621102455688723 0.9999997305465224 -0.0006525864163522965 0.0001851660860786586 0.0006526486969182788 0.9999997698815737,0.16714566905602535 0.645746181438966 -0.04924017459825336,5
2,808,9,1,0.9999998235191223 -2.7342561353227435e-05 0.0005934762928357651 2.7252134305488784e-05 0.999999988019442 0.00015237597795222935 -0.0005934804520753845 -0.00015235977756533625 0.9999998122837084,-0.5949739721475851 -0.2627614391513333 -0.004465699568072523,5
2,809,9,1,0.9960694478550738 0.039172691199908155 -0.07944278012409099 -0.030003740634372972 0.9930858862753378 0.11349096011873083 0.08333925004242132 -0.11066129741188979 0.9903578376816552,71.5100282241076 -109.9807782086995 29.02293717721625,5
2,819,9,1,0.9999993922957839 0.0009015657162861207 -0.000634497693501837 -0.0009022657823739358 0.9999989836390739 -0.001103919053542235 0.0006335017930510084 0.001104490868243213 0.9999991893873718,0.4012732643097081 1.2011578951097022 -0.23901584050156544,5
2,821,9,1,0.9999998132689831 9.045576437721747e-05 0.0006043837804727836 -9.037395309746676e-05 0.9999999867511742 -0.000135389068322056 -0.000604396019187381 0.00013533442248908623 0.9999998081950047,-0.5351694221401431 0.23107593209837773 0.09125257718301327,5
2,828,9,1,0.99999943322289 0.0010600013054440915 -9.975535566469906e-05 -0.0010600166469230676 0.99999942634512 -0.00015386402685488298 9.959220237024113e-05 0.00015396968198573557 0.9999999831873646,0.01738967937176028 0.2813316920895659 -0.0496654963334322,5
2,837,9,1,0.9999997671760735 -0.0004719921033846386 0.0004928196969644083 0.00047154787749718874 0.9999994828091017 0.0009011238137515143 -0.0004932447654067695 -0.0009008912158661175 0.9999994725521701,-0.5881317933639423 -1.0419974942597463 0.10733600046671654,5
2,840,9,1,0.999999969771239 4.5206230575092765e-05 0.00024168971543414575 -4.5349584578302515e-05 0.9999998230523975 0.00059315983423322 -0.00024166285814763988 -0.0005931707768308814 0.9999997948737254,-0.26203859063312507 -0.5641045125232935 0.08695951087645426,5
2,844,9,1,0.9581906979888632 0.08605777652596844 -0.27288210895370435 -0.0917086717447434 0.9957537743397652 -0.007996275065714029 0.27103524828780035 0.03268761214157568 0.962014248438167,313.15585145111686 39.92981689070085 -81.43582185212085,5
2,850,9,1,0.9999998234892953 0.000282309133528634 -0.0005228029571595419 -0.00028298736527111734 0.9999991179723545 -0.0012976797231670778 0.00052243614919463 0.0012978274407441925 0.999999021351723,0.5110393075382831 1.176051396118737 0.0923118663099558,5
2,856,9,1,0.9997518587052519 0.0056928394036041 -0.021536308757997807 -0.00509195497396106 0.9995990419828845 0.027853675905410324 0.02168624010607173 -0.02773710234370664 0.9993799878642938,15.196377096329968 -16.15756795211817 -0.2728381269523652,5
2,867,9,1,0.9999998505161649 -1.9613826787112654e-05 -0.0005464274384095469 1.9519141538359985e-05 0.9999999847955956 -0.0001732853477945384 0.0005464308288903319 0.00017327465609662251 0.9999998356946076,0.46240405835357024 0.14399029699067967 -0.09072304474182147,5
2,871,9,1,0.9999998659152718 -0.00017911923222292334 0.00048588654973351353 0.00017875834674711474 0.9999997082374802 0.0007426778626195285 -0.0004860194358586589 -0.0007425909067613479 0.9999996061718486,-0.40569983786879504 -0.6638816098692999 0.1003798916009373,5
2,877,9,1,0.9999977087143583 0.000654459218607812 0.0020381975286209823 -0.0006496918843890524 0.999997054000867 -0.0023387796056577592 -0.0020397221599658087 0.002337450046452305 0.9999951879188178,-1.7169961296884786 2.0714315031987383 -0.49891066581619725,5
2,883,9,1,0.9999995789812337 -0.00038384819306480633 -0.0008334854044355078 0.000384070869361014 0.9999998905951561 0.00026701918102189914 0.0008333828184174386 -0.00026733918606514084 0.9999996170013452,0.6873730951745216 -0.26592642063758376 -0.040544585040834136,5
2,886,9,1,0.9999995620141233 0.0008320095105205927 0.00042863940083499863 -0.0008316809126158731 0.9999993606100614 -0.0007662155883587721 -0.0004292766254239133 0.0007658587615591989 0.9999996145908938,-0.33838775026474366 0.6882300648159116 -0.05776825930081486,5
2,894,9,1,0.9737250422169328 -0.22772163585292274 0.0015487814887126129 0.22630563537305406 0.9683841964891573 0.10496574388078733 -0.025402786422535274 -0.10185727541279323 0.994474632098502,-58.69021287539086 -131.63942663085334 -86.91160832810313,5
2,902,9,1,0.9999008885180567 -0.01326763459825303 -0.004709884602303649 0.013292081697852107 0.9998981465123251 0.005197803897157349 0.004640442321309474 -0.00525989290603196 0.9999753996082494,2.5060106784801235 -7.294606871900896 -0.12850312965827015,5
2,903,9,1,0.9943075950025196 -0.060806743724622095 0.08749255075669345 0.07737421862319531 0.9766181238093264 -0.2005748502170739 -0.07325050725254015 0.20620276468747872 0.9757636922034388,-75.54183168220484 199.78460719691248 -44.668553719191266,5
2,904,9,1,0.999999865543406 0.0005021289040870874 -0.00012953661773590364 -0.0005021128770496819 0.9999998662869148 0.00012372878844799096 0.00012959872821632912 -0.0001236637298079879 0.9999999839557263,0.05879888059928362 -0.016738651567322904 0.10692803676658968,5
2,907,9,1,0.999997740924281 -0.0007658269964341069 -0.0019828402219719543 0.0007717503334936926 0.9999952373421623 0.0029882594291681178 0.0019805422886394197 -0.0029897829360662903 0.9999935693044423,1.6120696165904462 -2.453869243534342 0.2656279638807746,5
2,909,9,1,0.9999998401879822 0.0004256666631653472 0.00037206437959041994 -0.0004258645832889707 0.9999997677895492 0.0005320340256727007 -0.00037183782404470733 -0.0005321923896891567 0.9999997892539247,-0.21433565031806268 -0.3666382437964586 0.18557007056597286,5
2,918,9,1,0.9999998602932376 0.00047339766135831747 -0.00023517686811146826 -0.0004732705568757378 0.9999997420857426 0.0005402253490574271 0.00023543254887287146 -0.0005401139712970099 0.9999998264241914,0.20241653093847845 -0.43385227671787163 0.14619997397403495,5
2,925,9,1,0.9999998094624982 -0.0006150786313573464 -5.2471367314732564e-05 0.0006150418261868795 0.9999995668481692 -0.000698589311130926 5.2901031943719534e-05 0.0006985569059376751 0.999999754609835,0.034687979503914335 0.3909583946396884 -0.009546593088316513,5
2,934,9,1,0.9999997053694996 -0.00034282709738472916 0.0006868263938488162 0.000341948041631103 0.9999991228608271 0.0012795894316164763 -0.00068726446933709 -0.0012793541956699628 0.9999989454596394,-0.43026663819645705 -1.0767362698667036 0.21429718970421163,5
2,942,9,1,0.9606707655173442 -0.14807843404602855 0.23491372384515463 0.14024910731218126 0.9888636041258435 0.04978915879371454 -0.23967033228678436 -0.01488454922815901 0.9707402237549544,-219.35530399576203 30.088268207490497 -77.58363655093983,5
2,952,9,1,0.999999595908049 0.0008989104186092611 -1.1991603933780848e-05 -0.0008989256395566803 0.99999870322805 -0.0013362166413994347 1.0790449322783946e-05 0.0013362268810050426 0.9999991071902458,-0.004298852344625459 1.1043536358430472 0.07473523909970936,5
2,956,9,1,0.9999995578278721 -0.00014111079902678902 0.0009297482475926853 0.00014258652183601894 0.9999987299884444 -0.001587353326563408 -0.0009295230741053206 0.0015874851942487972 0.9999983079373753,-0.6043794255433639 1.0931312238521613 -0.14571898873566624,5
2,961,9,1,0.9999998090608482 -0.00025608028450968545 0.0005624065759854829 0.0002559220119581762 0.999999927638125 0.00028147410283191343 -0.00056247861525692 -0.00028133011686509724 0.9999998022355678,-0.48199494688827826 -0.30920455063815666 0.0618008564684942,5
2,968,9,1,0.9999994245880207 0.001034172757305607 -0.0002851496711966939 -0.0010341951527035598 0.9999994621465456 -7.840283739096732e-05 0.00028506843574926943 7.869769268532834e-05 0.9999999562713291,0.31827765805843455 0.15635982844705154 0.08282484027154169,5
2,969,9,1,0.9999995494265275 -0.0009386487204921662 -0.00014172269939238813 0.0009386396321462154 0.9999995574181509 -6.41805662529027e-05 0.000141782879673924 6.404751079241988e-05 0.9999999878977661,0.056043016012722546 -0.12778783537773108 -0.035932290081291285,5
2,972,9,1,0.9999997404428094 -0.0005015967008052957 0.0005172185837843679 0.0005023150631985329 0.9999989082034892 -0.0013897019127082355 -0.0005165209491923978 0.0013899613586866588 0.9999989006061609,-0.1649353486585312 0.7783668198079141 0.012782027285652475,5
2,982,9,1,0.9999994189422727 0.0010195636935163566 -0.0003501499560975424 -0.001019387530246052 0.9999993539607792 0.0005029185693064542 0.000350662487400899 -0.0005025613385825078 0.9999998122339426,0.18589343532713087 -0.3303390095957326 0.05077423787417956,5
2,984,9,1,0.9991802668033057 0.007534457907786243 -0.03977469515797569 -0.004763085548675161 0.9975833029916713 0.06931714512502091 0.040200838883412554 -0.06907087328435163 0.996801438109319,24.52794099780868 -38.64253880477622 4.572871128109114,5
2,991,9,1,0.9999995243292499 0.0005854449854719723 0.0007801252745347625 -0.0005836134748833932 0.9999970781249586 -0.0023458765650226088 -0.0007814963767778654 0.002345420157535416 0.9999969441291802,-0.45499869659511205 1.7058117587744555 -0.056128696330461025,5
2,1001,9,1,0.9998466430380673 -0.002131908895072393 -0.017382329244694884 0.0023095018088147568 0.9999452789501011 0.010203200811455917 0.017359625770820807 -0.01024178060040948 0.9997968540274719,8.32484375550493 -5.714591483168391 -2.701858311200226,5
2,1012,9,1,0.9930762149775147 -0.05884644208795604 -0.10166969803988812 0.062322015500911945 0.9975635732695979 0.03135097557485589 0.09957709390134514 -0.03747016865694533 0.9943240864179965,112.37815457756247 -43.716153441176886 -7.355770062757074,5
2,1038,9,1,0.9999997444286569 -0.0005607622833677245 0.00044349552736779735 0.0005606916775592469 0.9999998301223633 0.00015931128938789785 -0.0004435847877900245 -0.0001590625844214988 0.9999998889658085,-0.706261434781652 -0.24891693432911666 0.005650077938867071,5
2,1050,9,1,0.9999780629235984 0.00042630699963637497 0.006609987436492937 -0.0004286070874500725 0.9999998480964247 0.00034655893173003716 -0.006609838691914172 -0.0003493844167035687 0.9999780937415564,-7.509323856283743 -0.5084145585929196 1.5745332631497604,5
2,1057,9,1,0.999994515880744 -0.0029060247100423098 -0.0015884674441487556 0.0029133399821416606 0.9999850724065398 0.004622490047149708 0.0015750106618538373 -0.004627092442578196 0.9999880546071254,2.053688617544381 -5.67400483131177 -0.04255854342886778,5
2,1061,9,1,0.9999826547931276 0.004262733819802966 0.004064383504343544 -0.004250617689435299 0.9999865107944178 -0.0029850424559432487 -0.004077053120469243 0.0029677145393443294 0.9999872850732979,-4.677031849966378 2.814701815258175 -0.5381720160528403,5
2,1069,9,1,0.9999989664917273 -0.0008414638118591118 -0.0011657418803349695 0.0008420995706125041 0.9999994969297463 0.0005449849256978015 0.0011652827087920148 -0.0005459660331880722 0.999999172018307,1.138550675824547 -0.44342505261350595 0.18777985738506686,5
2,1071,9,1,0.9999975421702652 -0.0007192762992506846 -0.002097211251745279 0.0007188745016915438 0.9999997231134813 -0.00019233411608683 0.0020973490124269745 0.00019082601166875435 0.9999977823538179,2.4176903478300744 0.14245462402127096 -0.26451749801935875,5
2,1087,9,1,0.9999999283463938 -3.139623151715565e-05 -0.0003772551975282923 3.1406542333828336e-05 0.9999999991334799 2.7325252552667934e-05 0.0003772543392916994 -2.733709887564606e-05 0.9999999284659208,0.4044016090062712 0.05428874932023575 0.020959341320804015,5
2,1098,9,1,0.9999840745900435 -0.00383253305897141 -0.0041427354061506876 0.00384042901345627 0.9999908210719919 0.0018997043864844212 0.004135416700417172 -0.0019155840141620636 0.9999896143793688,3.9687647919816698 -2.2077050558992823 -0.8931641983251666,5
2,1099,9,1,0.9771829035545219 0.11377104299407426 -0.17935920042416248 -0.0733741822748647 0.9732738769678121 0.21761017850169556 0.19932336134093603 -0.19948461140670803 0.9594144502954215,198.4398466332686 -203.88617712454973 15.967988573757566,5
2,1103,9,1,0.9999985504296051 0.0016496304556000707 0.0004217322005632476 -0.0016493132088427065 0.9999983575120783 -0.0007514912414877395 -0.0004229711907121972 0.0007507945836595364 0.9999996287013635,-0.2233004353185919 0.83132358390462 0.39478772930260675,5
2,1107,9,1,0.9999979066060767 -0.0016011953796796208 -0.0012739532252925012 0.0016016124131539855 0.9999986641491353 0.00032640101536290933 0.0012734288916839143 -0.0003284407113766652 0.9999991352524042,1.2212624038868398 -0.5851986176729014 -0.1248380918739258,5
2,1117,9,1,0.9999998296329398 -5.085466896018187e-05 0.0005815048532822886 5.104298566946386e-05 0.9999999462632406 -0.0003238334899373363 -0.000581488353589843 0.00032386311651069755 0.9999997784919639,-0.5062976815020761 0.2761778468624527 0.08755131531177085,5
2,1123,9,1,0.9999956632332383 -0.0022310860808829845 -0.0019224384554422658 0.002232306245574918 0.9999973081926455 0.0006327845507151106 0.0019210214838053519 -0.0006370732778469852 0.9999979519049508,1.9104425461946803 -0.5899589903595341 -0.04805621341506594,5
2,1131,9,1,0.9999918802236784 0.002041004147456338 0.0034747357858865846 -0.0020303702606321306 0.9999932535299272 -0.0030611258116750584 -0.0034809601141633784 0.003054045955814655 0.9999892778025083,-3.5559948074266856 3.3268743192211616 0.5782866278156007,5
2,1144,9,1,0.9999829145685275 -0.004322776606917378 -0.00393499344840792 0.004321779804622061 0.9999906267999549 -0.00026178531975032393 0.003936088204383403 0.00024477467181807655 0.9999922236172669,3.7446848229892282 -0.20420975930568375 -0.3477109475261386,5
2,1148,9,1,0.9999980239182852 -0.0005357888279923229 0.0019144424399650806 0.0005375607163947138 0.9999994275693764 -0.0009251429051724824 -0.0019139456628461393 0.0009261702060636701 0.9999977395078194,-1.4638233352239212 0.7367757881206103 0.1383521565905994,5
2,1151,9,1,0.9999998745767036 0.0003724437909473355 0.00033486146464933864 -0.0003726243179768274 0.9999997852023984 0.000539208934551616 -0.0003346605677021497 -0.000539333644447304 0.9999997985607426,-0.2916887618712991 -0.3826359080139434 0.05698698298306226,5
2,1157,9,1,0.9999988896761994 -0.00025250754720603993 -0.001468634163522723 0.00025252780976229433 0.9999999680222161 1.361145210199144e-05 0.0014686306795648786 -1.3982307958015916e-05 0.9999989214636292,1.4148489839016776 -0.05219897121000372 -0.07944217665885844,5
2,1168,9,1,0.9999994663481624 -0.00012035446528929628 -0.001026069292692 0.00012123250443035749 0.9999996265301005 0.0008557115981578933 0.0010259659207744187 -0.0008558355344556734 0.9999991074693353,0.8851245367965248 -0.8109714307585989 -0.1148048603126881,5
2,1169,9,1,0.9865063755275443 -0.135005974292373 0.09262050501306948 0.13290840762290196 0.9907190044503583 0.02848173807961387 -0.09560609931721595 -0.015787372367128828 0.9952940433093572,2.7825413086802016 -64.02234290861372 7.81974860566207,5
2,1180,9,1,0.9999993719424252 -0.0004012043827431658 0.0010464940511903942 0.000400624685780962 0.9999997662405025 0.000554092774452633 -0.0010467161110120915 -0.0005536731750997795 0.9999992989154535,-0.8261640366958289 -0.4658791477387183 -0.004489815691044896,5
2,1199,9,1,0.9999960402378796 -0.0018748926334324345 -0.0020986391244061237 0.001880662362535701 0.9999944484109107 0.002750682903637877 0.002093470238510392 -0.0027546188432023 0.999994014710783,1.5456078620808285 -2.383633778641098 -0.36826444782684575,5
2,1212,9,1,0.9708123749350606 0.23460924222983984 0.049818030202804287 -0.23260114975064583 0.9716233358793924 -0.042951115343833 -0.0584810893163322 0.030109743189571846 0.9978343377321874,-53.0048581230666 72.32599157620874 3.3209612049747648,5
2,3,8,1,0.7239923919127075 0.5909292288505268 -0.3558618593536546 -0.6719672873737659 0.720741921752351 -0.17026757450633936 0.1558684738876369 0.3623999568416796 0.9188967788218049,491.7368350159221 97.19739873154096 165.3220891478942,5
2,8,8,1,0.9999999178049057 -0.0001192287954922544 0.0003875237749400018 0.00011927646695020222 0.9999999853227027 -0.00012299478778420025 -0.0003875091047316481 0.00012304100014133568 0.9999999173487999,-0.33416612324732853 0.19759058129984197 -0.07397056940567381,5
2,17,8,1,0.9999993291153648 -0.0007973453924750157 -0.0008402435037672129 0.0007974563161126519 0.999999673360936 0.000131686921962533 0.0008401382293504178 -0.00013235689110515508 0.9999996383246397,0.6918606185544292 -0.1310405274272881 -0.09795581710841361,5
2,27,8,1,0.9861932284169012 -0.062153124162287854 0.15349236261624802 0.06041475956349479 0.9980456237882029 0.01596839578989523 -0.15418486648026009 -0.006474719614382146 0.9880208018834314,-177.83146527512807 -46.8940507446346 44.696993088220324,5
2,36,8,1,0.9999998197032129 0.0003372474335370246 -0.0004968477738872823 -0.0003371934500313589 0.9999999372389892 0.00010873176251943034 0.0004968844122123783 -0.00010856420910072134 0.9999998706598385,0.5082793870189448 -0.08344167661934776 -0.19482640593707856,5
2,38,8,1,0.9954727688256424 0.08140238582060128 0.04906748525575442 -0.07133797669182598 0.9810339510367418 -0.1802311848564412 -0.062808117374478 0.17591486149826607 0.982399665052834,-38.27263629709336 192.05867685111448 27.769375194163786,5
2,39,8,1,0.9588722097505556 0.27135369739157256 -0.0832541667426415 -0.27965052398803036 0.9533707745366964 -0.11348898930082021 0.048576432570829546 0.13210350930700174 0.9900449449532417,-48.80823913059919 37.33805225769947 -62.44209688227288,5
2,41,8,1,0.9999997515067921 7.688160236651864e-05 -0.0007007678461162237 -7.627389814812702e-05 0.9999996210878008 0.0008671831110474426 0.0007008342510141374 -0.0008671294452637368 0.9999993784587462,0.6624790828593063 -0.7159899682559541 -0.2320814108529703,5
2,47,8,1,0.9999998148793661 0.00037513175633996365 -0.00047907974264455033 -0.0003749812159143384 0.9999998803087353 0.0003142795006210175 0.0004791975815240934 -0.0003140997965364045 0.9999998358554846,0.44901753220881346 -0.11189421041773073 -0.20360114996287848,5
2,58,8,1,0.9999999773969211 0.0001898621065586914 9.57002519252903e-05 -0.00018984008099981464 0.9999999555055039 -0.00023010809259349507 -9.5743936474324e-05 0.00023008991964834635 0.9999999689458637,-0.0505710397792285 0.24705456713583374 -0.057724501684788265,5
2,61,8,1,0.9999998782708592 -7.943999142620561e-05 0.00048697798148705784 7.961436022105306e-05 0.9999999327294169 -0.0003580540679539723 -0.00048694950491540157 0.0003580927948089174 0.9999998173248483,-0.4890997125367278 0.15382401907831422 -0.019632165341135988,5
2,62,8,1,0.9999999787742453 -0.00017987948808058374 0.00010047327673556872 0.00017984491820594029 0.9999999246690279 0.0003439734659184679 -0.00010053514293781318 -0.00034395538900938716 0.9999999357936861,-0.0460395363062851 -0.25569014746207586 -0.2685598840594139,5
2,64,8,1,0.9999998884907122 -8.519114444044407e-05 -0.0004645008415017915 8.531450902515836e-05 0.9999999610964907 0.0002655719315188265 0.0004644781990542912 -0.00026561153056642306 0.9999998568552486,0.5164582778773532 -0.20886483214619034 -0.2236075684370462,5
2,65,8,1,0.9776468326413233 0.1443831475486257 -0.1528403655136351 -0.18339843720802082 0.9410929597788831 -0.28409339007495066 0.10281869409813232 0.305773687158615 0.9465361949684654,154.88849129862908 419.30158832788464 -5.585475962656574,5
2,69,8,1,0.7985842733703049 0.5309753688604071 -0.2834225043802564 -0.599636947645451 0.7425173858933979 -0.29850203125687647 0.051948910903587636 0.4083296331514397 0.9113551565368702,372.9380372605548 286.4111160926233 262.26575670985073,5
2,72,8,1,0.9999997712965532 -0.0006678110573217766 0.00010693565458325116 0.0006677981862738269 0.9999997697803358 0.00012035305643232075 -0.00010701600306683989 -0.00012028161747068555 0.9999999870399536,-0.11596349467728828 -0.06077557097636799 -0.12892993757373006,5
2,79,8,1,0.9844195473210299 0.09332407642019827 0.14902607695492276 -0.1008209718079017 0.9939508199708074 0.04355340541300548 -0.14406001005125452 -0.057899777544275305 0.9878736403327886,-144.32732353850264 -13.849171099040209 44.875469549860895,5
2,89,8,1,0.9566915824226204 -0.2870732159045425 -0.048271988066863336 0.28446764311433026 0.9571447022879627 -0.054333957182092954 0.06180110146818926 0.03824902080199562 0.9973553209689151,59.52584624935493 41.982101426246736 -8.760812351687946,5
2,96,8,1,0.999950329959352 0.009243680536691494 0.0037271952348717774 -0.008534709956543589 0.9872775923358947 -0.15877693282525487 -0.005147459581282543 0.15873723583826632 0.9873074463500642,-6.658468762134987 160.80138594451694 4.931256648391809,5
2,97,8,1,0.8413476400221542 -0.022806411524215427 0.540012977827885 0.03831570147938975 0.9991124207127781 -0.017500794198984912 -0.5391345431794317 0.035415227951278924 0.8414747209392957,-397.2594842824412 -67.34089189942095 240.22783932477446,5
2,102,8,1,0.9995506802179916 -1.1125359935582058e-05 -0.02997394788774818 -0.0006340836472115141 0.9997683015199101 -0.02151606873766554 0.029967242343589495 0.02152540713254872 0.9993190787902028,27.73577037690015 22.126271026404652 -1.992670061986587,5
